timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io
2025-12-01T11:41:57,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:58,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:41:59,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:00,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:01,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:02,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:03,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:04,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:05,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:06,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:07,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:09,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:10,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:11,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:12,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:13,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:14,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:15,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:16,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:17,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:18,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:19,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:20,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:21,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:22,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:23,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:24,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:25,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:26,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:28,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:29,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:30,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:31,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:32,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:33,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:34,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:35,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:36,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:37,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:38,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:39,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:40,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:41,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:42,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:43,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:44,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:45,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:46,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:47,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:48,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:50,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:51,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:52,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:53,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:54,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:55,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:56,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:57,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:58,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:42:59,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:00,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:01,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:02,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:03,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:04,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:05,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:06,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:07,onnx-int8-api,NA,NA,NA,NA,NA,NA
2025-12-01T11:43:08,onnx-int8-api,NA,NA,NA,NA,NA,NA
